Date,Arctic,Antarctic
2000M07,6.385,12.987
2000M08,4.783,14.638
2000M09,4.347,15.071
2000M10,6.692,14.259
2000M11,8.866,11.808
2000M12,10.96,6.954
2001M01,12.354,3.638
2001M02,13.22,2.445
2001M03,13.641,3.356
2001M04,13.053,5.299
2001M05,11.383,8
2001M06,9.086,10.556
2001M07,6.285,12.576
2001M08,4.936,13.753
2001M09,4.586,14.359
2001M10,6.649,13.343
2001M11,9.077,10.997
2001M12,10.553,6.355
2002M01,12.261,2.95
2002M02,13.421,1.817
2002M03,13.42,2.363
2002M04,12.413,4.585
2002M05,11.158,7.175
2002M06,9.188,9.695
2002M07,6.439,12.516
2002M08,4.318,13.739
2002M09,4.029,14.104
2002M10,6.238,13.82
2002M11,8.752,11.667
2002M12,10.643,7.61
2003M01,12.289,4.113
2003M02,13.227,2.659
2003M03,13.425,3.238
2003M04,12.46,5.558
2003M05,10.888,8.452
2003M06,9.114,11.158
2003M07,6.152,13.165
2003M08,4.517,13.771
2003M09,4.048,14.142
2003M10,5.982,13.874
2003M11,8.569,11.466
2003M12,10.803,7.203
2004M01,12.263,3.8
2004M02,12.941,2.361
2004M03,12.993,3.164
2004M04,12.163,5.395
2004M05,10.921,8.186
2004M06,9.236,10.89
2004M07,6.507,13.157
2004M08,4.672,14.233
2004M09,4.391,14.591
2004M10,6.396,14.123
2004M11,8.955,11.748
2004M12,10.976,6.929
2005M01,11.922,3.178
2005M02,12.348,1.968
2005M03,12.742,2.735
2005M04,12.229,5.191
2005M05,10.878,7.957
2005M06,8.806,10.312
2005M07,5.901,12.72
2005M08,4.206,13.952
2005M09,4.068,14.852
2005M10,5.775,14.037
2005M11,8.797,11.804
2005M12,10.564,6.333
2006M01,11.651,2.807
2006M02,12.354,1.758
2006M03,12.516,2.014
2006M04,12.035,4.278
2006M05,10.446,7.199
2006M06,8.409,10.579
2006M07,5.788,12.881
2006M08,4.31,14.541
2006M09,4.013,15.18
2006M10,5.798,14.679
2006M11,8.126,11.61
2006M12,10.17,6.483
2007M01,11.861,3.001
2007M02,12.579,1.94
2007M03,12.56,2.543
2007M04,11.826,4.697
2007M05,10.765,7.544
2007M06,8.212,10.479
2007M07,5.13,12.614
2007M08,3.194,14.033
2007M09,2.819,15.389
2007M10,4.331,14.587
2007M11,8.06,12.16
2007M12,10.178,8.384
2008M01,12.297,4.071
2008M02,13.209,2.4
2008M03,13.534,3.676
2008M04,12.776,6.234
2008M05,11.249,8.597
2008M06,8.854,11.401
2008M07,6.058,12.945
2008M08,3.787,14.128
2008M09,3.258,14.392
2008M10,5.772,14.122
2008M11,9.049,12.006
2008M12,10.971,7.386
2009M01,12.316,3.499
2009M02,13.214,1.97
2009M03,13.434,3.015
2009M04,12.916,5.962
2009M05,11.477,8.463
2009M06,9.249,11.093
2009M07,6.116,13.091
2009M08,4.164,14.451
2009M09,3.761,15.083
2009M10,5.236,14.349
2009M11,8.357,11.804
2009M12,10.585,7.091
2010M01,12.041,3.334
2010M02,12.962,2.108
2010M03,13.527,2.664
2010M04,12.848,5.005
2010M05,10.882,8.335
2010M06,8.365,11.647
2010M07,5.573,13.739
2010M08,3.88,14.949
2010M09,3.335,14.431
2010M10,5.484,14.415
2010M11,8.429,11.922
2010M12,10.432,6.943
2011M01,11.827,3.048
2011M02,12.757,1.857
2011M03,12.826,2.255
2011M04,12.447,4.392
2011M05,10.742,7.848
2011M06,8.544,10.544
2011M07,5.404,12.343
2011M08,3.385,14.041
2011M09,3.208,14.567
2011M10,5.02,14.226
2011M11,8.516,11.767
2011M12,10.626,7.403
2012M01,12.214,3.713
2012M02,12.725,2.191
2012M03,13.415,2.909
2012M04,12.872,5.551
2012M05,11.051,8.15
2012M06,8.156,10.786
2012M07,5.091,13.305
2012M08,2.934,14.556
2012M09,2.406,15.407
2012M10,4.585,14.451
2012M11,8.061,12.07
2012M12,10.454,7.377
2013M01,12.021,3.943
2013M02,13.196,2.579
2013M03,13.451,3.488
2013M04,12.749,5.753
2013M05,11.254,8.486
2013M06,8.954,11.267
2013M07,5.808,13.732
2013M08,4.172,15.132
2013M09,3.783,15.276
2013M10,5.954,15.129
2013M11,8.659,12.769
2013M12,10.874,8.344
2014M01,12.1,4.377
2014M02,12.564,2.651
2014M03,12.951,3.32
2014M04,12.429,6.408
2014M05,11.046,9.029
2014M06,8.765,12.057
2014M07,5.964,13.954
2014M08,4.368,15.1
2014M09,3.742,15.75
2014M10,5.696,14.834
2014M11,8.75,12.262
2014M12,10.895,8.206
2015M01,12.17,4.336
2015M02,12.85,2.539
2015M03,12.775,3.448
2015M04,12.334,6.37
2015M05,10.895,9.209
2015M06,8.705,11.479
2015M07,5.659,13.451
2015M08,3.626,14.021
2015M09,3.422,14.453
2015M10,5.488,14.362
2015M11,8.48,11.897
2015M12,10.639,7.091
2016M01,11.802,3.027
2016M02,12.428,1.855
2016M03,12.614,2.774
2016M04,11.985,5.377
2016M05,10.249,7.913
2016M06,8.209,10.607
2016M07,5.366,12.548
2016M08,3.306,13.976
2016M09,2.913,13.859
2016M10,4.399,12.936
2016M11,7.01,9.839
2016M12,9.62,5.514
2017M01,11.366,2.564
2017M02,12.32,1.641
2017M03,12.614,1.833
2017M04,12.259,3.925
2017M05,11.005,6.832
2017M06,8.628,9.797
2017M07,5.65,12.282
2017M08,3.638,13.619
2017M09,3.348,13.922
2017M10,5.305,13.453
2017M11,8.084,10.907
2017M12,10.262,6.232
2018M01,11.696,2.687
2018M02,12.309,1.627
2018M03,12.69,2.313
2018M04,12.282,4.146
2018M05,10.806,7.155
2018M06,8.792,10.229
2018M07,5.762,12.487
2018M08,3.904,14.015
2018M09,3.354,14.2
2018M10,4.594,13.991
2018M11,8.429,10.751
2018M12,10.452,5.59
2019M01,12.144,2.659
2019M02,12.757,1.813
2019M03,12.893,2.099
2019M04,11.898,4.181
2019M05,10.496,6.844
2019M06,8.316,9.747
2019M07,5.129,12.333
2019M08,3.242,13.988
2019M09,3.168,14.601
2019M10,4.526,13.905
2019M11,7.979,11.195
2019M12,10.52,6.586
2020M01,12.148,3.093
2020M02,12.953,1.832
2020M03,13.034,2.592
2020M04,12.017,4.811
2020M05,10.505,7.615
2020M06,8.414,10.593
2020M07,5.066,12.582
2020M08,3.103,14.418
2020M09,2.83,15.086
2020M10,4.113,14.599
2020M11,7.535,11.88
2020M12,10.164,6.612
2021M01,11.751,2.938
2021M02,12.756,1.72
2021M03,12.99,2.819
2021M04,12.177,5.285
2021M05,10.861,8.208
2021M06,8.393,11.046
2021M07,5.527,13.357
2021M08,3.776,14.63
2021M09,3.466,14.417
2021M10,5.428,13.39
2021M11,8.572,10.446
2021M12,10.741,5.479
2022M01,12.222,2.379
2022M02,12.865,1.346
2022M03,12.735,1.827
2022M04,12.417,4.212
2022M05,11.064,7.231
2022M06,8.602,9.492
2022M07,5.886,11.873
2022M08,4.023,13.664
2022M09,3.435,14.046
2022M10,5.233,13.248
2022M11,8.493,10.713
2022M12,10.228,5.122
2023M01,11.83,1.95
2023M02,12.57,1.15
2023M03,12.87,1.75
2023M04,12.5,3.96
2023M05,11.02,6.45
2023M06,8.71,8.49
2023M07,5.54,10.59
2023M08,3.52,12.21
2023M09,2.79,12.97
2023M10,4.86,12.46
2023M11,8.3,10.29
2023M12,10.31,5.84
2024M01,12.19,2.56
