Date,Arctic,Antarctic
2014M2 ,14.41757,3.843
2014M3 ,14.75752,4.901516
2014M4 ,14.08787,8.343
2014M5 ,12.70071,11.51935
2014M6 ,11.0326,14.68667
2014M7 ,8.108452,17.10574
2014M8 ,6.077871,18.90797
2014M9 ,5.219933,19.7564
2014M10,7.232452,19.00281
2014M11,10.1146,16.38777
2014M12,12.35258,11.92829
2015M1 ,13.60232,6.851871
2015M2 ,14.40064,3.798929
2015M3 ,14.37052,4.964258
2015M4 ,13.89317,8.3732
2015M5 ,12.4681,11.71613
2015M6 ,10.8789,14.4749
2015M7 ,8.377871,16.77523
2015M8 ,5.598742,17.74935
2015M9 ,4.615767,18.444
2015M10,6.966226,18.40926
2015M11,9.846167,16.1751
2015M12,12.04477,10.65523
2016M1 ,13.45677,4.689129
2016M2 ,14.20272,2.789517
2016M3 ,14.39994,4.069032
2016M4 ,13.68127,7.2216
2016M5 ,11.92442,10.10239
2016M6 ,10.4129,13.24193
2016M7 ,7.937548,16.02384
2016M8 ,5.370548,17.89203
2016M9 ,4.5285,18.15007
2016M10,6.081645,17.46
2016M11,8.657833,14.22267
2016M12,11.45942,8.279387
2017M1 ,13.19013,3.783903
2017M2 ,14.11943,2.287929
2017M3 ,14.29006,2.699065
2017M4 ,13.75347,5.435933
2017M5 ,12.63045,9.013839
2017M6 ,10.7564,12.40877
2017M7 ,7.939355,15.29668
2017M8 ,5.480645,17.2189
2017M9 ,4.8219,17.9059
2017M10,6.767129,17.7761
2017M11,9.492833,15.11303
2017M12,11.74268,9.482065
2018M1 ,13.07735,4.210968
2018M2 ,13.96725,2.325786
2018M3 ,14.29758,3.54
2018M4 ,13.69607,6.033167
2018M5 ,12.23203,9.321355
2018M6 ,10.7775,12.88523
2018M7 ,8.268097,15.70032
2018M8 ,5.614806,17.41739
2018M9 ,4.785233,17.9613
2018M10,6.134097,17.73219
2018M11,9.823133,15.10183
2018M12,11.86148,9.188129
2019M1 ,13.56723,3.868323
2019M2 ,14.39368,2.655036
2019M3 ,14.57365,3.168613
2019M4 ,13.43443,5.718167
2019M5 ,12.1859,8.852452
2019M6 ,10.5936,12.2511
2019M7 ,7.589323,15.30216
2019M8 ,5.026323,17.47774
2019M9 ,4.3639,18.3348
2019M10,5.734903,17.93671
2019M11,9.352833,14.99477
2019M12,11.9031,9.40871
2020M1 ,13.64887,4.51071
2020M2 ,14.685,2.873207
2020M3 ,14.77729,3.97729
2020M4 ,13.7311,6.6401
2020M5 ,12.36042,9.819677
2020M6 ,10.57737,13.21963
2020M7 ,7.278774,15.65071
2020M8 ,5.084645,17.70319
2020M9 ,3.924433,18.76837
2020M10,5.284839,18.40139
2020M11,8.985367,16.1318
2020M12,11.76587,10.43765
2021M1 ,12.915,5.788182
